sleep_hours,phone_hours,productive_score,notifications_per_day,work_hours_per_day,age,stress_level,screen_time_before_sleep,breaks_during_work,coffee_consumption_per_day,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
,3.026898067668573,5.200040221605444,67,4.925052200924541,62,,1.6334332402291605,3,6,8,7.387209074515413,5.378536443893983
,2.615327478995143,2.696861820902828,64,7.95067378194897,35,3.0,0.4772623094749626,7,2,30,11.911989660212136,3.268567261281525
,0.532309270288565,1.9953029952840236,55,9.994900564972554,64,1.0,1.7287164980232046,7,0,1,6.3966244949467015,2.258760267902143
,0.6121932659359461,6.834171256486446,65,8.68989700509066,41,5.0,1.0592721350691563,1,4,5,0.0,7.481061577106051
,3.2413969642710208,6.995379402566985,56,6.928628079363818,43,10.0,,10,2,16,6.340013706600859,6.145915519866203
,4.195709737002164,2.2179226082039274,63,3.019634595606256,62,7.0,0.0,5,0,25,0.0,2.9912997987941234
,2.32972923510924,6.277155788748882,67,7.462060695996741,58,8.0,1.3102978569867645,4,2,13,6.794327544349968,6.50525358351523
,3.517820946665632,6.124940735169287,63,7.411063399483146,32,6.0,1.2234974137211272,1,3,31,1.5865059679181517,6.999748486560952
,0.0,1.7136440363378105,61,7.304282297298157,18,4.0,0.1924578087183845,9,1,18,8.846835554856138,2.7316539914155102
,0.0,3.02574659952432,65,4.35795603154547,42,8.0,0.4088133327235375,9,1,12,12.75520104739913,2.8630389793353235
,1.5148611159239258,4.311624677648936,64,5.115891583432373,26,4.0,0.7164772476855217,0,0,21,14.204616242111712,5.158492206608034
,3.3036581578727984,1.7574219190070473,71,5.158444942802119,41,6.0,0.3624056014086917,7,1,16,12.953177183978507,
,3.464867684778568,7.788354312772887,62,6.648501546453471,18,8.0,1.4489158513874638,3,7,16,1.892515114800366,
,5.406637934293819,7.0353446953266525,70,7.178904007824721,61,6.0,0.3795279758587434,2,2,23,0.0,7.011572450791882
,6.299134210105228,7.20369601476709,70,6.738262995183006,25,6.0,1.0284780824605415,9,2,25,15.992473780399996,
,2.70153821091304,1.8113615928269036,51,6.354835220161332,28,8.0,0.6591857250129156,1,3,5,16.113335913239887,1.446709999723252
,2.752916927519905,5.392778979011339,53,8.170608269102555,34,3.0,1.503340379981892,0,2,28,9.50287573088763,
,6.038059870216388,2.317278267987648,53,7.813811591261274,25,1.0,,7,2,22,0.0,2.6456062239558946
,0.1211083186975625,3.244120092715695,59,8.321229646028765,52,7.0,0.6009672508608965,9,1,20,16.48841562962712,4.488792211813928
,5.87114634487913,3.4242696728510347,57,4.444149613269312,52,9.0,1.4189523491929668,9,1,14,16.540670994108915,4.986802580255807
,4.1252521734174135,5.489248919643183,66,5.296826242041515,50,3.0,2.0167255422646555,0,0,23,0.0,6.877793997312043
,1.901294907253587,4.34035022064587,58,7.185380310470686,22,3.0,0.1321933644370262,5,1,5,17.11074775313002,3.452594269935796
,4.744573710994553,5.903169091916603,54,6.509704154046558,59,4.0,0.8944483356227526,4,2,11,12.6683649271722,6.928611236360309
,0.0,6.427089553296021,63,8.430568428777612,58,8.0,0.031407670345919,9,2,0,15.18791999900197,
,3.241956140134937,6.891604252914472,66,8.496157239512474,45,7.0,0.0,10,4,18,5.147247442293449,7.730881475545296
,2.471388797588883,3.727271669967761,59,7.350579558687516,24,3.0,1.6628005204513163,10,4,12,12.580854367264356,3.995413945597465
,2.029021075185658,2.8924730868309165,53,1.5060365940353098,26,10.0,0.7053892651284384,0,4,30,7.501049919491511,2.3540626871783186
,1.4186752818840336,2.479970967826328,58,3.937765165970775,25,6.0,1.4609803464358686,8,3,0,0.0,3.8960410703300585
,4.230857741011432,2.7150202466497166,65,6.492256220607676,29,4.0,0.6700388332500422,6,3,17,21.019857534670063,1.3740257819134376
,2.970205026501262,6.341939163855419,58,5.62637431865604,51,8.0,0.8591551257676795,10,4,1,7.842642695661457,4.8963831958669095
,2.049001850863237,5.35569428761732,60,7.088303739467016,50,3.0,1.1573137868085066,10,2,1,10.723018158663216,4.703771878119999
,1.7866309336993311,3.359993157175228,67,8.899462906769958,65,6.0,0.0,0,1,12,11.861648028652716,
,2.080004427440212,5.592926082289852,52,7.57651184474379,40,2.0,1.4304927881576806,0,2,7,7.109421256233535,3.093954648799769
,1.8347725036289368,2.0031797270187366,42,9.292599785646468,41,9.0,2.491361931340159,6,1,15,14.013819415371277,3.030717437705708
,2.1868430406463064,5.224774967476676,62,7.431324079958786,54,9.0,0.9894074840249028,7,6,2,6.735111775359962,5.238522462489569
,3.306719991264497,5.606499656129134,52,5.937353699930318,57,7.0,0.011134132563658,5,2,9,19.81052666715844,5.19762456183628
,2.230478865106627,7.626863106052769,59,6.074145288877683,39,3.0,0.7539483045282644,4,3,5,18.058488493206603,7.140546930423691
,0.0,5.76320918569452,61,7.682107253800357,44,,1.427413150527319,3,2,4,13.09146460708284,6.671074021511723
,3.436939034707289,6.431692411502361,65,6.520777700350411,52,7.0,0.383135690923573,2,1,5,4.558983217535411,7.081483571114866
,1.5675277171641024,5.814330364370934,59,9.173010675346974,18,3.0,2.073419641223681,0,1,2,8.81814757981424,6.164567402959433
,6.3100827171183145,1.422237560378453,57,7.651581561635205,54,5.0,1.7348153134815312,3,2,28,10.266352042295804,
,1.6774372887982154,2.18993872349982,73,7.106429890240101,64,8.0,1.872207336321251,1,5,1,8.214721107944191,1.7689001142248224
,4.810442060725436,5.374123728934031,68,4.60249775700658,31,9.0,2.431363152645952,1,3,3,6.309772613168659,6.014949100819827
,2.1758304148194134,7.678578536808284,69,7.473711932354806,20,5.0,0.8936171355798983,6,3,3,9.282617426836453,10.0
,2.384882172106044,2.231709442671316,63,9.980333403028837,18,5.0,1.3488751079581662,10,1,26,6.217213078265764,2.107334082154361
,3.755642539425096,5.499692893555577,67,7.601481725245497,22,6.0,0.9014378663413564,7,2,27,12.992140418155785,5.533846801115787
,0.0,6.441898637271189,59,10.404774049481162,31,9.0,1.787396865694684,9,2,29,0.0,6.763981268021634
,3.114817468114112,2.5933450465124173,70,7.370401371479205,56,4.0,1.0578304847650526,6,3,26,12.714717359543808,1.964332485286805
,0.0,6.488676260245699,71,9.796561652072036,44,,0.5394675639857547,8,3,24,22.69010140444793,6.0424645513926585
,5.170530868098768,6.91541957133127,64,8.862140054899577,26,3.0,0.0113667913420746,6,4,19,24.964893338211816,7.973963783494168
,5.670088627888292,3.504030600267476,56,8.161562220078359,32,5.0,2.4809446877128005,6,0,6,12.498762437212742,3.864906555927091
,3.707248529483193,3.885212145957927,57,7.48556297953308,32,8.0,1.3329478261222103,10,5,6,24.72610015212244,4.545609487115383
,2.738590873182288,1.298762392110877,50,11.916939539559342,43,6.0,1.3797132512113368,7,1,21,12.858483329994366,0.8874104531553868
,5.217943293714225,5.318996524843325,57,8.609597657823581,59,3.0,1.2870883658203105,9,4,9,3.5078162272578046,5.3599791620767006
,2.0703180640865613,3.773079503724933,59,6.378463000909189,30,1.0,0.0,4,1,13,12.953571796962372,4.443717739033083
,2.2460079943603235,6.329151332240981,55,5.009853840230136,49,7.0,0.6432423716796525,8,1,15,11.744173821509294,4.942276284847657
,1.344959437596042,6.637370941099733,59,4.80768833308877,49,6.0,1.4763237563795122,10,1,26,7.081706124351995,7.309147962072192
,5.583121917799398,1.7732305156660373,72,4.165377589536844,21,8.0,0.0,8,0,27,3.3549054958190307,
,5.52117971145598,6.947773218754172,46,9.712560374325587,47,5.0,0.0,1,2,27,12.368698801193728,6.364402497108827
,1.1181839101474569,1.831194627702712,51,4.01533851323625,54,,0.1847529968937411,2,1,28,19.31145205901987,0.7631702134004132
,1.5006188817888724,2.8277103250128057,53,3.3980291781514214,40,9.0,,6,1,17,11.074531611121902,2.331445507063361
,2.3014608762883477,7.241639317064507,54,7.836082627783979,56,2.0,1.5207071408376065,8,0,6,6.489848352679605,7.648839805299837
,5.404169651587576,4.554474306797895,68,8.346652707222747,62,10.0,0.0,9,2,18,9.901175217365733,4.050967654382178
,2.291098410438189,7.981831153533868,59,6.06060877966597,32,5.0,0.4775340264808831,3,2,8,7.172142227296005,
,3.314460932860821,2.5921198195746165,54,7.592190922230314,60,1.0,1.080525435178918,7,3,13,17.521444649805364,4.180554108484023
,0.8655545917093614,5.71309728396396,52,5.1091495023894415,46,5.0,1.87210430780762,4,1,19,20.21094005366659,5.105049753455777
,6.043881187730449,4.76456903336247,57,5.210138574620398,53,7.0,1.804128288120978,8,1,8,16.07125673711486,4.554001827441743
,0.6616083064533438,2.417413482249568,57,8.47870058458771,30,5.0,0.7098724121383024,0,0,21,0.0,
,2.17695639945433,7.491101513558188,54,5.131210313324206,49,6.0,0.0772904200802016,0,2,25,2.567309005102188,7.566046294387511
,0.0,3.353629747341785,53,4.500142756450501,24,8.0,1.5879179164369115,5,3,8,7.914376251031248,3.2573246634587623
,5.469999835516008,6.730870301104287,54,7.997455353100964,39,5.0,,3,1,2,6.745377349592124,
,2.937259817729436,2.276031626533728,58,7.309980329832532,45,3.0,0.3464564565294922,3,4,5,8.596130178516054,1.3898529585511263
,6.557241374783002,5.887914588494332,79,6.444642197800272,19,8.0,0.0,10,4,16,24.751880605170385,6.290052722352709
,1.038254270591684,6.220048818893625,48,7.066885418185194,59,6.0,0.3772404219283825,9,0,11,18.04007386527778,
,5.09860173985858,3.647629367967121,66,8.497794528470932,62,2.0,0.6646124706133889,2,3,16,3.443924577783513,2.4446414488868955
,3.786920471102847,4.00467568142979,63,7.435984548109418,23,3.0,0.7992684741983405,7,1,20,27.442316240749,4.132405245381272
,1.4133574675677394,7.671969943771327,61,3.2929188618913456,45,3.0,,6,0,0,15.316312676943756,9.04333149806061
,1.681543170182893,3.073948873116637,60,9.476974194527688,45,2.0,1.1302639545605144,8,3,14,0.0,2.16712044787812
,4.095573594805555,1.5255962551377995,53,9.699164983052492,61,4.0,1.870749706277518,6,3,21,21.733382073753088,1.430907754944863
,2.9238544817305017,1.798956744164028,64,8.269376034275123,61,4.0,0.2131113756673192,5,1,20,8.006113157070025,1.2911891030191534
,1.631124327044884,4.554340199432645,64,10.63818171734404,37,6.0,1.829354574800232,1,3,7,0.9638126309623392,4.716096382783884
,6.496492823597641,8.383240647269881,67,4.239398806230758,47,4.0,1.062419882488534,6,3,1,14.622129616738164,9.278501110351964
,2.249868975944646,6.029656203074252,64,9.039160047655235,45,7.0,2.2319157518509414,1,2,13,7.539225082874703,7.024122923303756
,1.959183399286788,2.432717007322083,65,7.436652792416541,56,4.0,1.1537540572123388,9,1,9,11.847343596901702,3.5821239730822945
,0.0,5.004891218841023,62,9.93044158072928,50,2.0,0.0,4,1,6,8.803407727495044,5.657217731841746
,4.4665703115603765,2.856010350844985,45,5.3077663031660975,44,5.0,0.8220124216116838,5,1,29,9.104649438138702,3.529394164670097
,2.1649880011235973,5.184974191637302,64,3.4196534318804632,58,10.0,1.8500440322715483,4,0,21,14.012970868741125,5.4173164662977005
,3.958799323867781,6.227384846318868,65,8.919829649970866,20,4.0,1.5753448208659142,0,1,7,13.770644398195142,6.64288373114144
,0.0,3.2883135761292785,69,9.50683202272105,25,2.0,1.1548823805104338,10,4,14,6.328771528842589,2.529185121671925
,2.781608477544381,5.432656123475763,59,6.996243326958513,44,1.0,0.7823840915380116,4,2,26,17.022569558057718,6.515699975597636
,0.0,3.2332807495322826,60,6.170277673571112,26,5.0,1.1591108975947644,10,0,19,16.124107663154803,2.3015992913498597
,2.48932625767808,4.087087443060042,59,9.802837231820297,54,4.0,0.6067818989057947,9,1,31,0.0,3.763789506232295
,2.1434387760158127,6.788185326467752,77,6.467435240097681,50,9.0,0.4529604386231193,8,2,20,12.951266531348905,7.294049473876502
,0.0,2.6624087373747334,60,6.469037813777887,61,8.0,1.313765418003615,1,2,9,10.28526266678552,
,1.5255315969027583,5.375012121463882,68,4.566261788451405,41,9.0,0.9629175035776892,10,1,19,21.285629852352784,5.844951869759942
,5.93480847292385,5.941835625380774,69,11.145621529816498,32,1.0,0.2177671271810792,8,3,10,16.09529392273584,6.358640385652189
,3.49639587425559,6.423952185387253,51,4.719955209487934,49,8.0,0.0480540722779433,9,4,5,8.156062610171803,6.361188580995094
,1.5041644539406265,3.134277685815323,69,10.785992251718117,49,3.0,0.4220312509562708,4,1,8,14.72676999627091,3.03676792900529
,1.362015720540285,5.4048302670769095,61,5.593502193301365,41,8.0,2.040739595041764,4,1,28,8.115453820887932,4.051944646403964
,3.660778627855381,5.120910126646928,61,8.784941366872452,58,8.0,0.6532147763241691,0,1,12,2.32820463081259,4.4677776321645695
,4.304478442576738,5.737591671495813,48,7.549567939851614,56,8.0,0.2225719145540627,10,3,4,6.341499110279311,5.641306040181767
,6.487330580428356,4.087904954922798,53,5.19112911491065,19,8.0,1.334444967887189,1,2,5,11.01676452066877,3.728241784178704
,5.129362216412824,5.20452541459246,55,3.999434641116976,54,6.0,,5,0,11,2.36456592353406,5.269325234607676
,2.7188828663619025,4.659210165069279,54,5.5259967360474205,34,9.0,1.693298537610828,9,5,12,15.855195020496472,4.514682771914229
,0.0,3.294144194776762,59,9.80820238766503,19,8.0,0.0,9,3,12,11.318274106626934,3.0906424101663097
,0.0,5.710341884635592,53,6.240244488454404,19,2.0,,5,0,5,15.333958958651,5.865449618276075
,3.894169617880135,4.017322622740602,66,5.31056094976408,45,2.0,0.0,2,2,18,14.43314479507929,3.016441262321443
,1.7998001080814954,7.348635521112896,57,9.772675950841991,40,6.0,2.0055316749537777,10,4,0,9.470123136344338,6.360090778289058
,6.203677864703346,4.704728988648429,75,7.299950185292231,54,7.0,0.8219344426588389,1,4,17,16.22525653373323,4.859020106477419
,5.848874825662324,3.04009227251662,53,4.775695079721897,49,2.0,1.2463060749853698,7,0,24,10.28090190705288,2.432831890950585
,3.162590440546325,5.381838874611185,62,6.746524431371525,50,5.0,0.4783171501842279,9,2,26,22.095608139430468,5.596593784922418
,1.9504143737394597,6.902790809859607,59,5.244175644653432,18,7.0,1.8542280327463,3,3,13,14.750647522504828,6.725802526979105
,6.144236490345426,1.887339116245146,50,7.589302723042282,19,9.0,1.0749517872719585,3,0,0,7.339269809030396,2.212936359484898
,1.513904412223839,3.2174837491765707,74,5.135752354154918,43,8.0,1.2139600729093765,1,2,26,4.951617987511696,2.044846904760565
,2.740355003637174,5.937459731455523,67,6.026314360455525,49,3.0,0.066491599453025,5,1,3,20.950336815190177,5.967710628753847
,2.4474605493790182,5.101948872271949,59,6.8084693964310095,23,7.0,0.6963653075352719,9,2,4,8.416753217215545,5.005790479921076
,6.526855927767797,6.057960705101685,59,5.439353661125307,49,3.0,1.0453775288227356,6,1,22,10.19877255459768,5.969271998577464
,3.3439791396867906,4.461589899137782,60,7.64869103803014,21,4.0,0.311376634640489,6,1,8,1.2824219820710177,4.899580665248573
,3.0327514407170955,2.0294297896369367,68,8.648314632338986,28,,1.0493983605169268,9,1,10,20.430521834846477,0.3407667682740134
,0.2630622721248707,5.440949823332004,57,5.73624068995056,34,9.0,0.814060095469827,4,3,0,18.136025029804426,6.528980794871277
,3.0861492478905457,6.0822970212872285,69,2.6731678293894774,41,9.0,1.9349510973927444,7,0,3,10.099824014864655,6.706168747162788
,3.1059345699717764,3.377113701410371,67,7.129597218072901,51,3.0,0.7967715426402127,2,3,13,3.057848276676606,4.146435957720371
,3.0992572299205743,5.092162860354753,51,8.33258520994113,39,,0.1900563708665227,5,3,22,6.16605522268852,5.688768142209936
,1.454657016598777,6.108739427263401,74,5.027547531645645,28,6.0,0.3185871373462853,10,1,22,5.4503495327280405,6.212802957245643
,3.3084854712763816,7.697385945362966,56,7.296693113512443,65,2.0,0.1218399878404998,8,2,31,11.677522182244934,7.23335404344788
,2.416658317304548,3.99851962557351,56,6.742376593953668,26,1.0,0.7687099367986809,2,2,27,17.176774931262603,2.8793982951299384
,2.5824174891335496,2.143318240010688,60,4.811473180907596,23,3.0,2.019120448110499,1,3,30,15.942811719276824,1.9877939823896715
,4.170777578749326,4.280098724877111,66,9.805654068996343,33,6.0,0.6539051480010505,8,2,3,0.0,5.066799906583629
,3.745652049316804,5.206614600901037,72,5.621076114886056,46,2.0,0.925735125757844,6,2,28,19.43106629017592,5.311024293926593
,2.998379966955216,7.518832184749117,56,9.350255462714316,20,8.0,0.030143745663361,7,0,14,8.265521640365332,6.935043478238547
,1.8865156431882324,6.586040829002581,76,4.352775213252976,37,10.0,1.8953422146337056,4,2,2,9.2570376266311,8.326270617646852
,1.2242486058127875,5.34505845975603,67,4.715987983814536,53,4.0,0.0,3,0,21,11.750894916970664,6.299534071132703
,1.1977406053766109,4.605836369732187,54,4.800233652726035,36,5.0,0.4216565842914004,7,1,3,10.473002283510487,5.83398715969628
,2.676778954690204,3.5844737736593686,61,8.11813746102127,43,2.0,1.4499501957647638,0,2,30,13.732080484644683,1.2259838471977216
,3.6737479488808855,4.929285114266138,63,5.562944692458612,20,8.0,0.214460727535761,1,5,29,19.27270006279104,
,0.0,8.175022262609113,66,7.544091804027097,36,8.0,2.436543527948837,3,2,18,5.019416720573238,7.820835841936817
,4.462676185974134,5.9640575980535,77,8.577707029135967,37,10.0,1.8184824728070812,0,1,23,5.744918160877662,7.721752856565777
,0.8682156232195442,6.02982781290815,57,11.869514903918386,49,2.0,0.7596711846664005,2,4,6,0.1909651259567937,
,1.6306335025766512,7.542209943250227,62,7.303605731486484,24,5.0,0.8844292319672477,3,2,15,0.0,5.991407435578654
,3.7684622211808128,3.9218297817468297,50,6.958324452152712,50,7.0,0.8065427653148864,8,1,16,0.9046677395598212,
,6.015348265507792,6.015480314016149,58,6.405844627967425,57,3.0,0.9695468189969386,2,0,1,10.495755655159384,6.4805883102775725
,2.0694366470107184,2.8386701065207927,58,6.254715800451381,56,6.0,,0,5,21,14.311920285418804,4.052219333459996
,5.161708579142365,7.468098852464908,67,5.650497270600316,35,2.0,1.6485120000701436,9,2,7,5.09992459255916,6.889520259203493
,2.1957617696631737,6.968915534207551,66,6.467650018124759,57,10.0,0.0,5,1,7,1.9613655140762845,7.526431397140136
,5.659078614608321,7.310026707240588,65,7.333246857666245,18,,1.807963727859902,9,0,4,13.082073468582903,7.116519804798976
,2.85780783512508,6.535429968695138,48,6.243092267276928,28,10.0,0.6999581880815293,0,2,2,2.759752092653664,5.042466709153675
,0.0274502679439399,8.582437285777685,63,10.099942966303818,45,10.0,1.975532409283088,5,1,30,16.47787843661571,7.598510973538174
,1.5740758289655403,5.222186966629213,69,6.100844557829052,42,10.0,0.937154798489046,4,2,4,13.552494111378644,4.967245687516309
,3.019825115418866,7.131004352998196,60,7.932618688290618,40,,1.1253680243123638,8,2,12,14.806530607236702,5.039721130347012
,2.5824385224966258,2.458311954185937,46,5.847986575050271,48,7.0,1.855131917349055,0,1,31,0.0,3.1162525576013875
,0.968780669456858,1.1767451825857247,59,8.025223030906727,47,5.0,0.698146287565979,8,3,28,0.1548612805687366,2.3140755245843367
,0.0,8.348292497138713,62,4.040588585785633,24,1.0,1.9259907874093172,6,0,12,18.84231800553542,8.335365330066097
,4.008788971774642,4.655430115649208,65,5.555293226875506,33,7.0,0.8581171174205322,2,3,11,11.44419540949237,2.798468722641791
,0.8031308921198264,7.552740064654301,54,2.1407538207936234,43,7.0,1.5104864720494753,0,2,2,11.22059116357927,8.359334549499344
,6.790118186539994,3.6115717523848536,60,8.834598456480833,65,4.0,0.9658658302172924,7,4,22,12.77983170573738,3.812939360809358
,0.0,4.334687606206328,39,5.601787588478041,19,2.0,1.8905015183060423,10,3,13,13.625882509546718,4.4370876859085335
,0.0,5.803861026949531,57,6.560744622329217,18,2.0,1.3399348440347312,4,2,2,3.134524661596954,5.786474473333205
